"response","var","term","solution","std error","z ratio","pval"
"glucose","TBFM","TBFM_69.2",5.42493105834098,18.4128030453595,0.294628202179581,0.768277915760278
"glucose","TBFM","TBFM_73.6",7.0936816015911,18.4128030453595,0.38525810459798,0.700046198059388
"glucose","TBFM","TBFM_74.3",12.8243556249254,19.311839224836,0.664067025186949,0.506647413872672
"glucose","TBFM","TBFM_74.7",-8.85679909905738,16.8472457691002,-0.525711989986029,0.599088331865852
"glucose","TBFM","TBFM_75.5",16.8441997146994,16.0114125799508,1.05201209640874,0.292793999847228
"glucose","TBFM","TBFM_75.6",-0.888883260247307,15.7845222215091,-0.0563135993458231,0.955091985315599
"glucose","TBFM","TBFM_77.5",7.21811880714615,18.4128030453595,0.392016293736727,0.695046174767801
"glucose","TBFM","TBFM_81",-0.251785867259865,18.4128030453595,-0.0136744995663939,0.989089667944352
"glucose","TBFM","TBFM_85.7",1.97686847533145,19.3118430220136,0.102365604001545,0.918466484248191
"glucose","TBFM","TBFM_86.7",27.056419045417,16.9297418246201,1.59815898704788,0.110007598661024
"glucose","TBFM","TBFM_87.2",-3.45951285624921,19.3118430220136,-0.179139445795292,0.857828209678369
"glucose","TBFM","TBFM_9.8",-15.7012117812041,17.1107405220158,-0.917623159617316,0.358816188727038
"glucose","TBFM","TBFM_9.9",2.96864550742826,18.3137023331076,0.16209969199191,0.871227348743749
"glucose","TBFM","TBFM_90.7",13.8917613216683,19.3118365048806,0.719339215519843,0.471931938996133
"glucose","TBFM","TBFM_91.6",-25.1829716939395,17.1110092307153,-1.47174087480092,0.141090865218803
"glucose","TBFM","TBFM_96.2",17.9273602370059,17.7608651516468,1.00937426662144,0.312795175010655
"glucose","TBFM","TBFM_96.6",2.64235558974513,19.3118430220136,0.136825655983901,0.891168603817655
"glucose","TBFM","TBFM_97.1",-8.21248373058048,19.0073728208258,-0.432068324644125,0.66569175551905
"glucose","TBFM","TBFM_98.2",-6.91381204383319,16.8473681646365,-0.410379352802751,0.681527689887948
"glucose","TBFM","TBFM_98.8",3.40464597075101,17.760799598398,0.191694408345113,0.847981586255888
"glucose","TBFM","TBFM_n",-1.5047843376667,14.0947829123463,-0.106761795979744,0.91497795658598
"glucose","TBFM","pol(time, -2)_order1",8.80450371858647,13.9958507199006,0.629079567565508,0.529296966386711
"glucose","TBFM","pol(time, -2)_order2",-29.9978236723694,14.1317337368067,-2.12272777219392,0.0337766703746428
"glucose","TBFM","(Intercept)",110.844067862417,13.6555351580781,8.11715297710945,4.77247040582159e-16
"glucose","SI","SI:pol(time, 2)_order1",1.08547004610002,0.476899440411722,2.27609838494024,0.0228401217318108
"glucose","SI","SI:pol(time, 2)_order2",1.89965535760849,0.4838097021613,3.92645155548194,8.62082455317784e-05
"glucose","SI","SI",-1.15897013909924,0.459577873980894,-2.52181448393102,0.0116751263002621
"glucose","SI","pol(time, -2)_order1",0.883604148264255,1.85097166896424,0.477373134921453,0.633096440939602
"glucose","SI","pol(time, -2)_order2",-28.7805449707227,1.87564911271404,-15.3443118841549,3.86637389153652e-53
"glucose","SI","(Intercept)",114.582512808568,1.78489321241834,64.1957244340242,0
"glucose","AIRg","AIRg:pol(time, 2)_order1",-0.0055943246594667,0.00624652291451722,-0.89559019249977,0.370471675653952
"glucose","AIRg","AIRg:pol(time, 2)_order2",-0.0112916050002591,0.00632953373624672,-1.78395525970524,0.0744309354415432
"glucose","AIRg","AIRg",0.00495448473151018,0.00603293795011876,0.821239132985388,0.411510070203636
"glucose","AIRg","pol(time, -2)_order1",5.08066993096919,1.85409568309492,2.74024149740124,0.00613940555285167
"glucose","AIRg","pol(time, -2)_order2",-21.3039323640826,1.87629375601321,-11.3542627831101,7.06331638791611e-30
"glucose","AIRg","(Intercept)",111.008670678312,1.79290052082478,61.9156887897188,0
"glucose","EMS","EMS_y:pol(time, 2)_order1",-7.02632311562388,2.63250598349337,-2.66906254332605,0.00760632850380832
"glucose","EMS","EMS_y:pol(time, 2)_order2",-10.2603453396898,2.67290472734193,-3.8386498533725,0.000123712702509096
"glucose","EMS","EMS_y",7.50672127465897,2.53883535009777,2.95675781982865,0.00310892197486012
"glucose","EMS","pol(time, -2)_order1",6.42312368036208,1.54176616470869,4.16608161950144,3.09879795937201e-05
"glucose","EMS","pol(time, -2)_order2",-20.7869637741914,1.56392215596043,-13.291559106678,2.59122044896801e-40
"glucose","EMS","(Intercept)",109.448892941327,1.48891734236357,73.5090456852242,0
"insulin","time_only","pol(time, -2)_order1",0.334717886998144,0.0684811613906939,4.88773671767241,1.02001813410283e-06
"insulin","time_only","pol(time, -2)_order2",-0.775124527436281,0.0692436983246355,-11.1941526260233,4.35546461390031e-29
"insulin","time_only","(Intercept)",2.46606623381525,0.0662336517071509,37.2328290869248,2.00932729141418e-303
"insulin","SEX","SEX_m:pol(time, 2)_order1",-0.0671638339896882,0.136914392981934,-0.490553494975147,0.623742285224009
"insulin","SEX","SEX_m:pol(time, 2)_order2",0.0374330270677204,0.138568408182934,0.270141135043583,0.787051676910097
"insulin","SEX","SEX_m",0.063515137863643,0.132572909137444,0.479095904863899,0.631870402916367
"insulin","SEX","pol(time, -2)_order1",0.370123666468428,0.0980181300757113,3.77607353030033,0.000159319976722011
"insulin","SEX","pol(time, -2)_order2",-0.796234576686577,0.0994888722526103,-8.00325261165764,1.21174993847902e-15
"insulin","SEX","(Intercept)",2.43503045692663,0.0942951551915888,25.8234948760531,4.83071639519868e-147
"insulin","AGE","AGE:pol(time, 2)_order1",0.00833083800371438,0.00919351412663469,0.90616470361197,0.364848682146903
"insulin","AGE","AGE:pol(time, 2)_order2",0.000869311724628334,0.00934078193691741,0.093066269023214,0.925850914519777
"insulin","AGE","AGE",0.0749662786007802,0.00879837783246086,8.52046593454972,1.58912704999303e-17
"insulin","AGE","pol(time, -2)_order1",0.276443468911822,0.093224022237073,2.96536731926041,0.00302321721839074
"insulin","AGE","pol(time, -2)_order2",-0.783352830946032,0.0946987000401906,-8.27205474429505,1.31669816129108e-16
"insulin","AGE","(Intercept)",1.87766770748164,0.089672988245144,20.9390558319363,2.36091452473618e-97
"insulin","Breed","Breed_M:pol(time, 2)_order1",0.405730821753995,0.169650820160527,2.39156416320347,0.0167767512553798
"insulin","Breed","Breed_M:pol(time, 2)_order2",0.155528726825319,0.172157037488199,0.903411960931195,0.366307294265803
"insulin","Breed","Breed_QH:pol(time, 2)_order1",0.233781032735227,0.194128123242893,1.20426154041947,0.228488506656692
"insulin","Breed","Breed_QH:pol(time, 2)_order2",0.44149759087499,0.19648951614711,2.24692695840548,0.024644695505281
"insulin","Breed","Breed_T:pol(time, 2)_order1",0.6007051717818,0.251684182805955,2.38674184879125,0.0169984227266098
"insulin","Breed","Breed_T:pol(time, 2)_order2",0.536413878742394,0.255640070401531,2.09831689492127,0.0358771610487238
"insulin","Breed","Breed_WP :pol(time, 2)_order1",0.457583672892,0.193472684810097,2.36510737079573,0.0180248443495854
"insulin","Breed","Breed_WP :pol(time, 2)_order2",0.159872135031415,0.196619797678535,0.813102937338993,0.416159042511371
"insulin","Breed","Breed_M",-0.486648093519786,0.164325529989243,-2.9614880508929,0.00306156372971355
"insulin","Breed","Breed_QH",-1.68845307143267,0.189422409898993,-8.91369227291015,4.9360696317306e-19
"insulin","Breed","Breed_T",0.0799885124312743,0.242693247956462,0.329586888406651,0.741712131066731
"insulin","Breed","Breed_WP ",0.0866947430423931,0.1866527844539,0.464470665658917,0.642310571534049
"insulin","Breed","pol(time, -2)_order1",-0.0510946316926863,0.127920508784273,-0.399424862973716,0.689580177073399
"insulin","Breed","pol(time, -2)_order2",-1.00395501486472,0.129752935730236,-7.73743583692009,1.01441846518021e-14
"insulin","Breed","(Intercept)",2.80124084797397,0.125132623867419,22.3861752546798,5.36718478129186e-111
"insulin","Adiponectin","Adiponectin:pol(time, 2)_order1",-0.0225565745044592,0.00989248161995738,-2.28017350661061,0.022597399979319
"insulin","Adiponectin","Adiponectin:pol(time, 2)_order2",0.00261025041729267,0.0100468603930464,0.259807573229471,0.795012208919074
"insulin","Adiponectin","Adiponectin",-0.0500125516439942,0.00952687603949896,-5.24962762574419,1.52406978324852e-07
"insulin","Adiponectin","pol(time, -2)_order1",0.553925600703001,0.119826298273575,4.6227381525075,3.78707639865453e-06
"insulin","Adiponectin","pol(time, -2)_order2",-0.793242812076925,0.121774792488835,-6.51401489474642,7.31682371565364e-11
"insulin","Adiponectin","(Intercept)",2.98381195476422,0.116200112118182,25.6782192406967,2.04709440277252e-145
"insulin","TG","TG:pol(time, 2)_order1",0.00106976531329361,0.00216951277852163,0.493090118612982,0.6219489125551
"insulin","TG","TG:pol(time, 2)_order2",-0.00278702087682233,0.00220721335240011,-1.26268757562188,0.206701480841633
"insulin","TG","TG",0.00425952956292275,0.00207803144692684,2.04979071381335,0.040384858184007
"insulin","TG","pol(time, -2)_order1",0.315578723972958,0.0797669307413179,3.95626008221843,7.61322734914897e-05
"insulin","TG","pol(time, -2)_order2",-0.733209317533424,0.0806740338593231,-9.08854165904201,1.00376319849213e-19
"insulin","TG","(Intercept)",2.38255708129529,0.0768357239867037,31.0084548914719,4.1463509575471e-211
"insulin","NEFA","NEFA:pol(time, 2)_order1",-0.045090904368442,0.38253290610725,-0.117874576666615,0.906167037668763
"insulin","NEFA","NEFA:pol(time, 2)_order2",0.097846829301576,0.386444871911628,0.253197380567005,0.800115690586828
"insulin","NEFA","NEFA",-0.539244370607498,0.370358860347475,-1.45600504899916,0.145391223866854
"insulin","NEFA","pol(time, -2)_order1",0.34960831584788,0.153347870728663,2.27983808439364,0.0226172933300282
"insulin","NEFA","pol(time, -2)_order2",-0.813230506379511,0.154756960770358,-5.25488806662633,1.48114524918864e-07
"insulin","NEFA","(Intercept)",2.65393894599311,0.147613278133137,17.978998770012,2.84585215461472e-72
"insulin","Leptin","Leptin:pol(time, 2)_order1",0.0565310459441229,0.0316354889641289,1.78695028258368,0.0739455245091512
"insulin","Leptin","Leptin:pol(time, 2)_order2",-0.00406504529108914,0.0321765842415285,-0.126335513445912,0.899466345794317
"insulin","Leptin","Leptin",0.187782841055871,0.0301939559911401,6.21921953886971,4.99633824624978e-10
"insulin","Leptin","pol(time, -2)_order1",0.180593580327743,0.106325377847045,1.69849930453609,0.0894135638363152
"insulin","Leptin","pol(time, -2)_order2",-0.755637507567991,0.107710124889872,-7.01547332101407,2.29171795407919e-12
"insulin","Leptin","(Intercept)",1.95683578915922,0.101918991289564,19.1999132291215,3.70710766491611e-82
"insulin","TBFM","TBFM_10.7:pol(time, 2)_order1",-0.00210700587353382,1.21432459996555,-0.00173512574281505,0.998615570653431
"insulin","TBFM","TBFM_10.7:pol(time, 2)_order2",-0.235646013035328,1.2218048249292,-0.192867148850049,0.847063013379784
"insulin","TBFM","TBFM_105.9:pol(time, 2)_order1",0.799937916575584,0.527969165860748,1.51512241301335,0.129741406692451
"insulin","TBFM","TBFM_105.9:pol(time, 2)_order2",-0.0238606890610374,0.541673762163002,-0.0440499258552922,0.964864607385195
"insulin","TBFM","TBFM_115.9:pol(time, 2)_order1",-1.20566045598139,1.21432459996555,-0.992865051087328,0.320775723397551
"insulin","TBFM","TBFM_115.9:pol(time, 2)_order2",-1.27497199902879,1.20540221034606,-1.05771500009342,0.290185394546666
"insulin","TBFM","TBFM_116.9:pol(time, 2)_order1",0.382229428813201,0.935953521376846,0.408385053406197,0.682991004909057
"insulin","TBFM","TBFM_116.9:pol(time, 2)_order2",-1.15172448342224,0.638883694466557,-1.80271384822849,0.0714331661915705
"insulin","TBFM","TBFM_119.1:pol(time, 2)_order1",0.643566121425963,1.21432459996555,0.529978657637523,0.596126728289778
"insulin","TBFM","TBFM_119.1:pol(time, 2)_order2",-0.70447513872164,1.2218048249292,-0.576585657829975,0.564219390061752
"insulin","TBFM","TBFM_119.3:pol(time, 2)_order1",0.449049964677483,0.532184893354132,0.843785628425706,0.398789207791515
"insulin","TBFM","TBFM_119.3:pol(time, 2)_order2",0.0862103522198516,0.549038757150293,0.157020521952428,0.875228674543444
"insulin","TBFM","TBFM_120.7:pol(time, 2)_order1",-0.401088535527629,1.21432459996555,-0.330297628442187,0.741175084712003
"insulin","TBFM","TBFM_120.7:pol(time, 2)_order2",0.290928706699123,1.2218048249292,0.238113895741067,0.811792757421143
"insulin","TBFM","TBFM_127.7:pol(time, 2)_order1",0.762904486564369,1.21432459996555,0.628254164155128,0.529837452997661
"insulin","TBFM","TBFM_127.7:pol(time, 2)_order2",-0.444241641558513,1.20540519722062,-0.36854133579549,0.712469629150339
"insulin","TBFM","TBFM_130.9:pol(time, 2)_order1",0.353026768377133,0.532184893354132,0.663353606586157,0.507104111392622
"insulin","TBFM","TBFM_130.9:pol(time, 2)_order2",-0.592343352254508,0.549038757150293,-1.0788734757615,0.280644134486144
"insulin","TBFM","TBFM_138.3:pol(time, 2)_order1",-0.334627409789834,1.21432459996556,-0.275566689334405,0.782880897400595
"insulin","TBFM","TBFM_138.3:pol(time, 2)_order2",-0.127125463866245,1.20540516779439,-0.105462849556929,0.916008547310933
"insulin","TBFM","TBFM_138.6:pol(time, 2)_order1",-0.396749169714165,0.824702167087613,-0.481081759631191,0.630458391375886
"insulin","TBFM","TBFM_138.6:pol(time, 2)_order2",-0.978407960994999,0.882798967859185,-1.10830211250436,0.267731363455746
"insulin","TBFM","TBFM_143.6:pol(time, 2)_order1",-0.233217292628351,0.532184893354133,-0.438226066806373,0.661222414369666
"insulin","TBFM","TBFM_143.6:pol(time, 2)_order2",0.136345006278747,0.549038757150293,0.248334028341508,0.803875972618551
"insulin","TBFM","TBFM_15.8:pol(time, 2)_order1",-0.185491553868973,1.21432459996555,-0.152752858563711,0.878593174749817
"insulin","TBFM","TBFM_15.8:pol(time, 2)_order2",0.45451225475076,1.22180482492918,0.372000703776157,0.709892325357724
"insulin","TBFM","TBFM_150.4:pol(time, 2)_order1",0.26512780444618,0.935952782522439,0.283270491201114,0.776969495868325
"insulin","TBFM","TBFM_150.4:pol(time, 2)_order2",0.0566015924101472,0.945759091738785,0.0598477909486281,0.952276862092148
"insulin","TBFM","TBFM_153.3:pol(time, 2)_order1",-0.563331572666281,0.532184893354133,-1.05852604931313,0.289815681235484
"insulin","TBFM","TBFM_153.3:pol(time, 2)_order2",-0.845961999696024,0.549038757150293,-1.5408056146835,0.123364102542182
"insulin","TBFM","TBFM_156.3:pol(time, 2)_order1",-0.380741446996903,0.531922706368692,-0.715783406946721,0.474125099724332
"insulin","TBFM","TBFM_156.3:pol(time, 2)_order2",-0.665270614175659,0.549038757150293,-1.21170064136938,0.225626993531347
"insulin","TBFM","TBFM_157.5:pol(time, 2)_order1",0.0525969104130504,0.532184893354132,0.0988320244897497,0.921271641096526
"insulin","TBFM","TBFM_157.5:pol(time, 2)_order2",-0.448928403583078,0.549038757150293,-0.817662501483823,0.413549927978955
"insulin","TBFM","TBFM_17.2:pol(time, 2)_order1",0.556504555965142,0.531956164243589,1.04614739591647,0.295492985581379
"insulin","TBFM","TBFM_17.2:pol(time, 2)_order2",-0.44695698025669,0.548834421610181,-0.814374905541455,0.4154302100732
"insulin","TBFM","TBFM_190.7:pol(time, 2)_order1",-0.0969408852664458,0.911875609658374,-0.106309330175816,0.915336929132931
"insulin","TBFM","TBFM_190.7:pol(time, 2)_order2",-0.545329014504583,0.938821479979702,-0.580865506524599,0.561331101460346
"insulin","TBFM","TBFM_25.3:pol(time, 2)_order1",-0.256620018698411,1.21432459996555,-0.211327365603637,0.832631830424143
"insulin","TBFM","TBFM_25.3:pol(time, 2)_order2",-0.262004513895242,1.2218048249292,-0.214440562477255,0.830203512992357
"insulin","TBFM","TBFM_270:pol(time, 2)_order1",0.375242602839819,0.527969204755803,0.710728200546046,0.477252680798758
"insulin","TBFM","TBFM_270:pol(time, 2)_order2",0.543551763598601,0.545036158243171,0.997276520792025,0.318630307113918
"insulin","TBFM","TBFM_289.7:pol(time, 2)_order1",-0.333597529797258,0.936738482851698,-0.35612664143112,0.721745726455759
"insulin","TBFM","TBFM_289.7:pol(time, 2)_order2",0.58197080746351,0.655260431168017,0.888151916065087,0.374459039598461
"insulin","TBFM","TBFM_3.1:pol(time, 2)_order1",0.685162756516531,0.651387810453442,1.05185074930951,0.292868031054821
"insulin","TBFM","TBFM_3.1:pol(time, 2)_order2",-0.0860261509692598,0.946415226734059,-0.090896837391473,0.927574563187132
"insulin","TBFM","TBFM_3.8:pol(time, 2)_order1",0.84117102369372,1.21432459996555,0.692706895436018,0.48849351091207
"insulin","TBFM","TBFM_3.8:pol(time, 2)_order2",-1.13025732715022,1.2218048249292,-0.925071913360397,0.354928501677109
"insulin","TBFM","TBFM_30.1:pol(time, 2)_order1",-3.03011602245961,0.793479538714114,-3.81877020719414,0.000134118623659774
"insulin","TBFM","TBFM_30.1:pol(time, 2)_order2",-1.13678128433039,0.823216941377335,-1.38090122687274,0.167309332682838
"insulin","TBFM","TBFM_304.9:pol(time, 2)_order1",0.394913321882814,1.21432459996555,0.325212321231092,0.745020384109607
"insulin","TBFM","TBFM_304.9:pol(time, 2)_order2",-0.101393185622108,1.20542144488493,-0.0841143038000182,0.932965552160092
"insulin","TBFM","TBFM_32.6:pol(time, 2)_order1",0.728984898899158,0.532184893354132,1.36979630200452,0.170750496758949
"insulin","TBFM","TBFM_32.6:pol(time, 2)_order2",0.094747286269345,0.549038757150293,0.172569395211947,0.862989910012918
"insulin","TBFM","TBFM_346:pol(time, 2)_order1",-0.617081450542179,0.936738482851701,-0.658755310941861,0.510052908642597
"insulin","TBFM","TBFM_346:pol(time, 2)_order2",0.141045204667347,0.946415226734056,0.149030996842764,0.881529174137249
"insulin","TBFM","TBFM_35.7:pol(time, 2)_order1",1.41366399784623,1.21432459996555,1.16415660020915,0.244360554574679
"insulin","TBFM","TBFM_35.7:pol(time, 2)_order2",-0.552005565301908,1.2218048249292,-0.451795208235404,0.65141652203913
"insulin","TBFM","TBFM_37.9:pol(time, 2)_order1",-0.144607841037161,0.936738482851702,-0.154373759255553,0.877315042703934
"insulin","TBFM","TBFM_37.9:pol(time, 2)_order2",-0.125530352731441,0.946415226734068,-0.132637714594499,0.894479903992551
"insulin","TBFM","TBFM_39.3:pol(time, 2)_order1",0.0338333973497034,0.936738482851697,0.0361182955211843,0.971188034129031
"insulin","TBFM","TBFM_39.3:pol(time, 2)_order2",0.192735159404446,0.655260431168018,0.294135202183491,0.768654592554854
"insulin","TBFM","TBFM_39.5:pol(time, 2)_order1",0.639289371785065,0.936738482851698,0.682463017681185,0.494946219900249
"insulin","TBFM","TBFM_39.5:pol(time, 2)_order2",-0.490898943678921,0.946415226734062,-0.518692989939459,0.603974850911978
"insulin","TBFM","TBFM_4.3:pol(time, 2)_order1",0.47439622341009,0.65138774720753,0.728285457385106,0.466438862659992
"insulin","TBFM","TBFM_4.3:pol(time, 2)_order2",-0.256582730784214,0.946415226734064,-0.271110104250585,0.786306350444416
"insulin","TBFM","TBFM_43.9:pol(time, 2)_order1",0.0403779531500875,0.936738482851699,0.0431048300985409,0.965617969017975
"insulin","TBFM","TBFM_43.9:pol(time, 2)_order2",-0.0037619956601706,0.946415226734064,-0.00397499485839073,0.996828421325354
"insulin","TBFM","TBFM_45.3:pol(time, 2)_order1",0.218210498872866,0.527969204755802,0.413301565521788,0.679385683016885
"insulin","TBFM","TBFM_45.3:pol(time, 2)_order2",0.31924446004235,0.54503615824317,0.585730790910055,0.558056438991578
"insulin","TBFM","TBFM_48.9:pol(time, 2)_order1",-0.154131021943498,0.651387810453443,-0.236619444622713,0.812952033900697
"insulin","TBFM","TBFM_48.9:pol(time, 2)_order2",-0.771221679471204,0.946415226734059,-0.814887226754136,0.415136865318785
"insulin","TBFM","TBFM_49.1:pol(time, 2)_order1",-0.023043824810512,1.21432459996555,-0.0189766597919252,0.984859724845075
"insulin","TBFM","TBFM_49.1:pol(time, 2)_order2",-0.0106115560267559,1.2218048249292,-0.00868514824155394,0.993070341429326
"insulin","TBFM","TBFM_53.2:pol(time, 2)_order1",-0.571707217909454,0.936738482851697,-0.610316783579783,0.54165198109926
"insulin","TBFM","TBFM_53.2:pol(time, 2)_order2",-1.46033983226966,0.946415226734056,-1.5430223341916,0.122825357057628
"insulin","TBFM","TBFM_55.6:pol(time, 2)_order1",0.542866499207629,0.651424423063312,0.833353003031126,0.404645671775392
"insulin","TBFM","TBFM_55.6:pol(time, 2)_order2",-0.28444645653386,0.946415226734061,-0.300551437148198,0.763756567614918
"insulin","TBFM","TBFM_57.6:pol(time, 2)_order1",0.057616780103457,0.532184893354133,0.10826459154134,0.913785809336785
"insulin","TBFM","TBFM_57.6:pol(time, 2)_order2",-0.0921340100585003,0.549038757150293,-0.167809665271553,0.866733018543284
"insulin","TBFM","TBFM_572.7:pol(time, 2)_order1",0.255500282999987,0.532184893354132,0.480096835123745,0.631158538559986
"insulin","TBFM","TBFM_572.7:pol(time, 2)_order2",-0.103548614219282,0.549038757150293,-0.188599826279545,0.850406468978265
"insulin","TBFM","TBFM_58.2:pol(time, 2)_order1",-0.259705785056212,0.936738482851698,-0.277244705764189,0.781592214250041
"insulin","TBFM","TBFM_58.2:pol(time, 2)_order2",-1.06774079784005,0.655257172544297,-1.62949883279281,0.103207461770998
"insulin","TBFM","TBFM_59.4:pol(time, 2)_order1",0.0692525283451523,0.936738482851698,0.0739294153201948,0.94106654984613
"insulin","TBFM","TBFM_59.4:pol(time, 2)_order2",0.944915849677219,0.655260431168018,1.44204625326282,0.149289325736623
"insulin","TBFM","TBFM_6.6:pol(time, 2)_order1",0.46650023892062,1.21432459996555,0.384164365058448,0.700856628173295
"insulin","TBFM","TBFM_6.6:pol(time, 2)_order2",0.932643230226528,1.2218048249292,0.763332417090902,0.445265173824974
"insulin","TBFM","TBFM_6.8:pol(time, 2)_order1",-2.08239283891355,0.79316819810315,-2.62541141197234,0.0086544326164342
"insulin","TBFM","TBFM_6.8:pol(time, 2)_order2",0.0116279511533793,0.823300497937671,0.0141235808583947,0.988731387526501
"insulin","TBFM","TBFM_61.9:pol(time, 2)_order1",0.315535063652295,0.935952668683329,0.337127158466443,0.736021045087606
"insulin","TBFM","TBFM_61.9:pol(time, 2)_order2",0.0172113038803239,0.945759695018319,0.0181983901100697,0.985480586930729
"insulin","TBFM","TBFM_69.2:pol(time, 2)_order1",0.733718501831613,0.936738482851698,0.783269306496266,0.433468983415976
"insulin","TBFM","TBFM_69.2:pol(time, 2)_order2",0.34570107179639,0.946415226734071,0.365274207378667,0.714906729728654
"insulin","TBFM","TBFM_73.6:pol(time, 2)_order1",0.905565013712993,0.936738482851701,0.966721267771762,0.333683392263839
"insulin","TBFM","TBFM_73.6:pol(time, 2)_order2",-0.271909339370941,0.946415226734068,-0.287304485061232,0.773879188782336
"insulin","TBFM","TBFM_74.3:pol(time, 2)_order1",0.636434179841347,0.53204807322447,1.19619675715438,0.231619786053946
"insulin","TBFM","TBFM_74.3:pol(time, 2)_order2",-0.499479467524715,0.549038757150293,-0.909734442277246,0.362962575497196
"insulin","TBFM","TBFM_74.7:pol(time, 2)_order1",0.0376789531475906,0.531922627215901,0.0708354020298091,0.94352875583538
"insulin","TBFM","TBFM_74.7:pol(time, 2)_order2",-0.373491573257824,0.549038757150293,-0.680264495709516,0.496337001037462
"insulin","TBFM","TBFM_75.5:pol(time, 2)_order1",0.484838343517569,0.588123402786921,0.824381994017041,0.409722542588724
"insulin","TBFM","TBFM_75.5:pol(time, 2)_order2",-0.256654807475101,0.723282889688142,-0.354847060720271,0.722704170201345
"insulin","TBFM","TBFM_75.6:pol(time, 2)_order1",0.622104958545537,0.507129091761986,1.22671913059469,0.219928174857171
"insulin","TBFM","TBFM_75.6:pol(time, 2)_order2",-0.959282149495724,0.522467619104418,-1.83606048378666,0.0663487117800241
"insulin","TBFM","TBFM_77.5:pol(time, 2)_order1",0.250877685241131,0.935952783826648,0.26804523644389,0.788664498674421
"insulin","TBFM","TBFM_77.5:pol(time, 2)_order2",-0.699062941717432,0.945759090877397,-0.739155402745216,0.459812637965978
"insulin","TBFM","TBFM_81:pol(time, 2)_order1",-0.322553796605065,0.936738482851697,-0.344337082878372,0.730592799360175
"insulin","TBFM","TBFM_81:pol(time, 2)_order2",-0.236981209232862,0.946415226734065,-0.250398770580487,0.802278980274823
"insulin","TBFM","TBFM_85.7:pol(time, 2)_order1",0.333099782813162,0.532184893354132,0.625909880142929,0.531374053648719
"insulin","TBFM","TBFM_85.7:pol(time, 2)_order2",-0.985584945024827,0.549038757150293,-1.7951099666267,0.0726361811401312
"insulin","TBFM","TBFM_86.7:pol(time, 2)_order1",0.482988494263405,0.53204807322447,0.907791078607353,0.363988612760111
"insulin","TBFM","TBFM_86.7:pol(time, 2)_order2",-0.0916913368025749,0.549038757150293,-0.167003395677357,0.867367377085442
"insulin","TBFM","TBFM_87.2:pol(time, 2)_order1",-0.305259430065379,0.532184893354133,-0.573596571186867,0.566240832577809
"insulin","TBFM","TBFM_87.2:pol(time, 2)_order2",-0.7783132672417,0.549038757150293,-1.4175925781295,0.156309748254291
"insulin","TBFM","TBFM_9.8:pol(time, 2)_order1",-0.223123550335617,0.532184893354132,-0.419259458736916,0.675026521948076
"insulin","TBFM","TBFM_9.8:pol(time, 2)_order2",-0.683532733003036,0.549038757150293,-1.24496262622846,0.213145488549272
"insulin","TBFM","TBFM_9.9:pol(time, 2)_order1",0.723631929112358,1.21432459996555,0.595913093692481,0.551233285568952
"insulin","TBFM","TBFM_9.9:pol(time, 2)_order2",0.516579046573764,1.2218048249292,0.422799972658235,0.672441207616097
"insulin","TBFM","TBFM_90.7:pol(time, 2)_order1",0.573866581624585,0.516868867547913,1.11027499943472,0.266880542826052
"insulin","TBFM","TBFM_90.7:pol(time, 2)_order2",-0.407183665614591,0.545035755035654,-0.747076979542296,0.455017095102792
"insulin","TBFM","TBFM_91.6:pol(time, 2)_order1",-0.424608412706999,0.532184893354133,-0.797858823144856,0.424952421025187
"insulin","TBFM","TBFM_91.6:pol(time, 2)_order2",-0.223707726314926,0.548752703857581,-0.407665829693999,0.68351902730627
"insulin","TBFM","TBFM_96.2:pol(time, 2)_order1",0.416487815441001,0.651387810453443,0.639385338130716,0.522572284727984
"insulin","TBFM","TBFM_96.2:pol(time, 2)_order2",-0.288763040833974,0.946415226734068,-0.305112420718811,0.760280531604573
"insulin","TBFM","TBFM_96.6:pol(time, 2)_order1",-0.473091816443174,0.527969204755802,-0.89605949017801,0.370220991236301
"insulin","TBFM","TBFM_96.6:pol(time, 2)_order2",-0.826191064077288,0.54503615824317,-1.51584633713178,0.129558212123155
"insulin","TBFM","TBFM_97.1:pol(time, 2)_order1",0.451930388361874,1.21432459996555,0.372166048826396,0.709769222514371
"insulin","TBFM","TBFM_97.1:pol(time, 2)_order2",-0.323932920576112,1.22180482492919,-0.265126568472083,0.790911960797043
"insulin","TBFM","TBFM_98.2:pol(time, 2)_order1",-0.194524758346117,1.2013384838297,-0.161923355460985,0.871366210524594
"insulin","TBFM","TBFM_98.2:pol(time, 2)_order2",-0.811519547477867,1.2218048249292,-0.66419736681339,0.506563998571539
"insulin","TBFM","TBFM_98.8:pol(time, 2)_order1",0.197035146725867,0.648195936992238,0.303974671054173,0.761147188208905
"insulin","TBFM","TBFM_98.8:pol(time, 2)_order2",1.01059815184324,0.652065093147199,1.54984243515564,0.121179339021479
"insulin","TBFM","TBFM_n:pol(time, 2)_order1",0.361672012322743,0.410804998610729,0.880398275449069,0.378643590424205
"insulin","TBFM","TBFM_n:pol(time, 2)_order2",-0.0620578249330851,0.426476624425831,-0.145512840279661,0.884305978571848
"insulin","TBFM","TBFM_10.7",-1.01473723193108,0.792449810369206,-1.28050662471394,0.20036701636805
"insulin","TBFM","TBFM_105.9",0.0199169576502573,0.487475972268711,0.0408573115051473,0.967409649493083
